name,value,type,action,profile,reason
IMU_GYRO_FFT_MIN,32.000000000000000000,9,exclude,,not selected by FS150 SITL policy
IMU_GYRO_NF_BW,20.000000000000000000,9,exclude,,not selected by FS150 SITL policy
IMU_GYRO_NF_FREQ,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
IMU_GYRO_RATEMAX,800,6,exclude,,not selected by FS150 SITL policy
IMU_INTEG_RATE,200,6,include,control,matched control:IMU_INTEG_RATE
LED_RGB2_MAXBRT,31,6,exclude,,not selected by FS150 SITL policy
LNDMC_ALT_GND,-1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
LNDMC_ALT_MAX,-1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
LNDMC_ROT_MAX,20.000000000000000000,9,exclude,,not selected by FS150 SITL policy
LNDMC_TRIG_TIME,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
LNDMC_XY_VEL_MAX,1.500000000000000000,9,exclude,,not selected by FS150 SITL policy
LNDMC_Z_VEL_MAX,0.500000000000000000,9,exclude,,not selected by FS150 SITL policy
LND_FLIGHT_T_HI,7,6,exclude,,not selected by FS150 SITL policy
LND_FLIGHT_T_LO,-359431728,6,exclude,,not selected by FS150 SITL policy
MAV_0_CONFIG,101,6,exclude,,MAVLink instance ports and forwarding are injected by the SITL runtime
MAV_0_FORWARD,1,6,exclude,,MAVLink instance ports and forwarding are injected by the SITL runtime
MAV_0_MODE,1,6,exclude,,MAVLink instance ports and forwarding are injected by the SITL runtime
MAV_0_RADIO_CTL,1,6,exclude,,MAVLink instance ports and forwarding are injected by the SITL runtime
MAV_0_RATE,0,6,exclude,,not selected by FS150 SITL policy
MAV_1_CONFIG,102,6,exclude,,MAVLink instance ports and forwarding are injected by the SITL runtime
MAV_1_FORWARD,1,6,exclude,,MAVLink instance ports and forwarding are injected by the SITL runtime
MAV_1_MODE,0,6,exclude,,MAVLink instance ports and forwarding are injected by the SITL runtime
MAV_1_RADIO_CTL,1,6,exclude,,MAVLink instance ports and forwarding are injected by the SITL runtime
MAV_1_RATE,0,6,exclude,,not selected by FS150 SITL policy
MAV_2_CONFIG,0,6,exclude,,MAVLink instance ports and forwarding are injected by the SITL runtime
MAV_COMP_ID,1,6,exclude,,not selected by FS150 SITL policy
MAV_FWDEXTSP,1,6,exclude,,not selected by FS150 SITL policy
MAV_HASH_CHK_EN,1,6,exclude,,not selected by FS150 SITL policy
MAV_HB_FORW_EN,1,6,exclude,,not selected by FS150 SITL policy
MAV_ODOM_LP,1,6,include,estimator_mocap,matched estimator_mocap:MAV_ODOM_LP
MAV_PROTO_VER,0,6,exclude,,not selected by FS150 SITL policy
MAV_RADIO_TOUT,5,6,exclude,,not selected by FS150 SITL policy
MAV_SIK_RADIO_ID,0,6,exclude,,not selected by FS150 SITL policy
MAV_SYS_ID,4,6,exclude,,system identity is derived from PX4 instance ID
MAV_TYPE,2,6,exclude,,not selected by FS150 SITL policy
MAV_USEHILGPS,0,6,exclude,,not selected by FS150 SITL policy
MC_ACRO_EXPO,0.689999997615814209,9,exclude,,not selected by FS150 SITL policy
MC_ACRO_EXPO_Y,0.689999997615814209,9,exclude,,not selected by FS150 SITL policy
MC_ACRO_P_MAX,720.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_ACRO_R_MAX,720.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_ACRO_SUPEXPO,0.699999988079071045,9,exclude,,not selected by FS150 SITL policy
MC_ACRO_SUPEXPOY,0.699999988079071045,9,exclude,,not selected by FS150 SITL policy
MC_ACRO_Y_MAX,540.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_AIRMODE,0,6,exclude,,not selected by FS150 SITL policy
MC_BAT_SCALE_EN,0,6,exclude,,not selected by FS150 SITL policy
MC_MAN_TILT_TAU,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_PITCHRATE_D,0.001000000047497451,9,include,control,matched control:^MC_(ROLL|PITCH)RATE_[PID]$
MC_PITCHRATE_FF,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_PITCHRATE_I,0.050000000745058060,9,include,control,matched control:^MC_(ROLL|PITCH)RATE_[PID]$
MC_PITCHRATE_K,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_PITCHRATE_MAX,220.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_PITCHRATE_P,0.070000000298023224,9,include,control,matched control:^MC_(ROLL|PITCH)RATE_[PID]$
MC_PITCH_P,6.500000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_PR_INT_LIM,0.300000011920928955,9,exclude,,not selected by FS150 SITL policy
MC_ROLLRATE_D,0.001000000047497451,9,include,control,matched control:^MC_(ROLL|PITCH)RATE_[PID]$
MC_ROLLRATE_FF,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_ROLLRATE_I,0.070000000298023224,9,include,control,matched control:^MC_(ROLL|PITCH)RATE_[PID]$
MC_ROLLRATE_K,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_ROLLRATE_MAX,220.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_ROLLRATE_P,0.070000000298023224,9,include,control,matched control:^MC_(ROLL|PITCH)RATE_[PID]$
MC_ROLL_P,6.500000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_RR_INT_LIM,0.300000011920928955,9,exclude,,not selected by FS150 SITL policy
MC_YAWRATE_D,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_YAWRATE_FF,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_YAWRATE_I,0.100000001490116119,9,exclude,,not selected by FS150 SITL policy
MC_YAWRATE_K,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_YAWRATE_MAX,200.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MC_YAWRATE_P,0.200000002980232239,9,exclude,,not selected by FS150 SITL policy
MC_YAW_P,2.799999952316284180,9,exclude,,not selected by FS150 SITL policy
MC_YAW_WEIGHT,0.400000005960464478,9,exclude,,not selected by FS150 SITL policy
MC_YR_INT_LIM,0.300000011920928955,9,exclude,,not selected by FS150 SITL policy
MIS_DIST_1WP,900.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MIS_DIST_WPS,900.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MIS_LTRMIN_ALT,-1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MIS_MNT_YAW_CTL,0,6,exclude,,not selected by FS150 SITL policy
MIS_TAKEOFF_ALT,1.500000000000000000,9,exclude,,not selected by FS150 SITL policy
MIS_TAKEOFF_REQ,0,6,exclude,,not selected by FS150 SITL policy
MIS_YAW_ERR,12.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MIS_YAW_TMT,-1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MNT_MODE_IN,-1,6,exclude,,not selected by FS150 SITL policy
MOT_ORDERING,0,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
MOT_SLEW_MAX,0.000000000000000000,9,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
MPC_ACC_DOWN_MAX,3.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_ACC_HOR,3.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_ACC_HOR_MAX,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_ACC_UP_MAX,4.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_ALT_MODE,0,6,exclude,,not selected by FS150 SITL policy
MPC_HOLD_DZ,0.100000001490116119,9,exclude,,not selected by FS150 SITL policy
MPC_HOLD_MAX_XY,0.800000011920928955,9,exclude,,not selected by FS150 SITL policy
MPC_HOLD_MAX_Z,0.600000023841857910,9,exclude,,not selected by FS150 SITL policy
MPC_JERK_AUTO,4.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_JERK_MAX,8.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_LAND_ALT1,10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_LAND_ALT2,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_LAND_RC_HELP,0,6,exclude,,not selected by FS150 SITL policy
MPC_LAND_SPEED,0.699999988079071045,9,exclude,,not selected by FS150 SITL policy
MPC_MANTHR_MIN,0.039999999105930328,9,include,control,matched control:MPC_MANTHR_MIN
MPC_MAN_TILT_MAX,35.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_MAN_Y_MAX,150.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_MAN_Y_TAU,0.079999998211860657,9,exclude,,not selected by FS150 SITL policy
MPC_POS_MODE,4,6,exclude,,not selected by FS150 SITL policy
MPC_SPOOLUP_TIME,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_THR_CURVE,0,6,exclude,,not selected by FS150 SITL policy
MPC_THR_HOVER,0.360000014305114746,9,include,control,matched control:MPC_THR_HOVER
MPC_THR_MAX,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_THR_MIN,0.119999997317790985,9,exclude,,not selected by FS150 SITL policy
MPC_TILTMAX_AIR,45.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_TILTMAX_LND,12.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_TKO_RAMP_T,3.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_TKO_SPEED,1.500000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_USE_HTE,1,6,exclude,,not selected by FS150 SITL policy
MPC_VELD_LP,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_VEL_MANUAL,10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_XY_CRUISE,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_XY_ERR_MAX,2.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_XY_MAN_EXPO,0.600000023841857910,9,exclude,,not selected by FS150 SITL policy
MPC_XY_P,0.949999988079071045,9,exclude,,not selected by FS150 SITL policy
MPC_XY_TRAJ_P,0.500000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_XY_VEL_ALL,-10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_XY_VEL_D_ACC,0.250000000000000000,9,include,control,matched control:MPC_XY_VEL_D_ACC
MPC_XY_VEL_I_ACC,0.400000005960464478,9,exclude,,not selected by FS150 SITL policy
MPC_XY_VEL_MAX,12.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_XY_VEL_P_ACC,1.799999952316284180,9,exclude,,not selected by FS150 SITL policy
MPC_YAWRAUTO_MAX,45.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_YAW_EXPO,0.600000023841857910,9,exclude,,not selected by FS150 SITL policy
MPC_YAW_MODE,0,6,exclude,,not selected by FS150 SITL policy
MPC_Z_MAN_EXPO,0.600000023841857910,9,exclude,,not selected by FS150 SITL policy
MPC_Z_P,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_Z_VEL_ALL,-3.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_Z_VEL_D_ACC,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_Z_VEL_I_ACC,2.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_Z_VEL_MAX_DN,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_Z_VEL_MAX_UP,3.000000000000000000,9,exclude,,not selected by FS150 SITL policy
MPC_Z_VEL_P_ACC,4.000000000000000000,9,exclude,,not selected by FS150 SITL policy
NAV_ACC_RAD,2.000000000000000000,9,exclude,,not selected by FS150 SITL policy
NAV_DLL_ACT,2,6,include,safety,matched safety:NAV_DLL_ACT
NAV_FORCE_VT,1,6,exclude,,not selected by FS150 SITL policy
NAV_FT_DST,8.000000000000000000,9,exclude,,not selected by FS150 SITL policy
NAV_FT_FS,1,6,exclude,,not selected by FS150 SITL policy
NAV_FT_RS,0.500000000000000000,9,exclude,,not selected by FS150 SITL policy
NAV_FW_ALTL_RAD,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
NAV_FW_ALT_RAD,10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
NAV_GPSF_LT,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
NAV_GPSF_P,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
NAV_GPSF_R,15.000000000000000000,9,exclude,,not selected by FS150 SITL policy
NAV_GPSF_TR,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
NAV_LOITER_RAD,50.000000000000000000,9,exclude,,not selected by FS150 SITL policy
NAV_MC_ALT_RAD,0.800000011920928955,9,exclude,,not selected by FS150 SITL policy
NAV_MIN_FT_HT,8.000000000000000000,9,exclude,,not selected by FS150 SITL policy
NAV_RCL_ACT,2,6,exclude,,return-home mission details are intentionally left to the scenario wrapper
NAV_TRAFF_AVOID,1,6,exclude,,not selected by FS150 SITL policy
NAV_TRAFF_A_RADM,500.000000000000000000,9,exclude,,not selected by FS150 SITL policy
NAV_TRAFF_A_RADU,10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
PLD_BTOUT,5.000000000000000000,9,exclude,,not selected by FS150 SITL policy
PLD_FAPPR_ALT,0.100000001490116119,9,exclude,,not selected by FS150 SITL policy
PLD_HACC_RAD,0.200000002980232239,9,exclude,,not selected by FS150 SITL policy
PLD_MAX_SRCH,3,6,exclude,,not selected by FS150 SITL policy
PLD_SRCH_ALT,10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
PLD_SRCH_TOUT,10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
PWM_AUX_DIS1,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_DIS2,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_DIS3,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_DIS4,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_DIS5,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_DIS6,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_DISARM,1500,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_FAIL1,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_FAIL2,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_FAIL3,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_FAIL4,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_FAIL5,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_FAIL6,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_MAX,2000,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_MAX1,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_MAX2,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_MAX3,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_MAX4,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_MAX5,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_MAX6,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_MIN,1000,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_MIN1,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_MIN2,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_MIN3,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_MIN4,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_MIN5,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_MIN6,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_OUT,1234,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_RATE,50,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_REV1,0,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_REV2,0,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_REV3,0,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_REV4,0,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_REV5,0,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_REV6,0,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_TRIM1,0.000000000000000000,9,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_TRIM2,0.000000000000000000,9,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_TRIM3,0.000000000000000000,9,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_TRIM4,0.000000000000000000,9,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_TRIM5,0.000000000000000000,9,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_AUX_TRIM6,0.000000000000000000,9,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_DIS1,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_DIS2,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_DIS3,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_DIS4,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_DIS5,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_DIS6,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_DIS7,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_DIS8,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_DISARM,900,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_FAIL1,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_FAIL2,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_FAIL3,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_FAIL4,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_FAIL5,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_FAIL6,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_FAIL7,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_FAIL8,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MAX,1950,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MAX1,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MAX2,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MAX3,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MAX4,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MAX5,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MAX6,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MAX7,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MAX8,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MIN,1100,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MIN1,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MIN2,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MIN3,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MIN4,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MIN5,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MIN6,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MIN7,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_MIN8,-1,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_OUT,1234,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_RATE,400,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_REV1,0,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_REV2,0,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_REV3,0,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_REV4,0,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_REV5,0,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_REV6,0,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_REV7,0,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_REV8,0,6,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_TRIM1,0.000000000000000000,9,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_TRIM2,0.000000000000000000,9,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_TRIM3,0.000000000000000000,9,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_TRIM4,0.000000000000000000,9,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_TRIM5,0.000000000000000000,9,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_TRIM6,0.000000000000000000,9,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_TRIM7,0.000000000000000000,9,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
PWM_MAIN_TRIM8,0.000000000000000000,9,exclude,,PWM/actuator output mapping belongs to the iris mixer/SDF
RC10_DZ,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC10_MAX,2000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC10_MIN,1000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC10_REV,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC10_TRIM,1500.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC11_DZ,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC11_MAX,2000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC11_MIN,1000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC11_REV,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC11_TRIM,1500.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC12_DZ,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC12_MAX,2000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC12_MIN,1000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC12_REV,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC12_TRIM,1500.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC13_DZ,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC13_MAX,2000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC13_MIN,1000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC13_REV,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC13_TRIM,1500.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC14_DZ,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC14_MAX,2000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC14_MIN,1000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC14_REV,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC14_TRIM,1500.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC15_DZ,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC15_MAX,2000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC15_MIN,1000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC15_REV,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC15_TRIM,1500.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC16_DZ,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC16_MAX,2000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC16_MIN,1000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC16_REV,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC16_TRIM,1500.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC17_DZ,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC17_MAX,2000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC17_MIN,1000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC17_REV,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC17_TRIM,1500.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC18_DZ,0.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC18_MAX,2000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC18_MIN,1000.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC18_REV,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC18_TRIM,1500.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC1_DZ,10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC1_MAX,1953.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC1_MIN,1115.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC1_REV,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC1_TRIM,1533.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC2_DZ,10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC2_MAX,1933.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC2_MIN,1095.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC2_REV,-1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC2_TRIM,1514.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC3_DZ,10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC3_MAX,1933.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC3_MIN,1095.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC3_REV,1.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC3_TRIM,1095.000000000000000000,9,exclude,,not selected by FS150 SITL policy
RC4_DZ,10.000000000000000000,9,exclude,,not selected by FS150 SITL policy
